Date,Bench 3,Bench 5,Taille de la trame,Mac_Src,Mac_Dst,Type,Field_2,Field_3,Field_4,Field_5,Field_6,Field_7,MAC_Sender,Source_IP,Sender_IP,Dest_IP,MAC_Target,Field_9,Target_IP,Field_10,Field_11,Field_14,Field_16,Field_17,Field_18,Field_20,Field_21,Field_23,Field_25,Field_26,Field_28,Field_29,Field_30,Field_32,Field_33_34_35,Time Packet (cal),PMID
2022-03-04 15:37:43.256,3,1 FT_0_label_1,350,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,332,11988,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,312,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,543,297,0,0,0,3 FT_3_label_4,15 FT_4_label_16,12,0(unknown),1001072.8248443604,2000-01-13 02:04:32.824,33c0c(MID_12)
2022-03-04 15:37:43.281,3,1 FT_0_label_1,98,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,80,11989,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,60,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,476,45,0,0,0,3 FT_3_label_4,15 FT_4_label_16,15,0(unknown),1001072.8514404297,2000-01-13 02:04:32.851,33c0f(MID_15)
2022-03-04 15:37:43.281,3,1 FT_0_label_1,590,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,572,11990,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,552,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,544,537,0,0,0,3 FT_3_label_4,15 FT_4_label_16,272,0(unknown),1001072.8646697998,2000-01-13 02:04:32.864,33d10(MID_61)
2022-03-04 15:37:43.358,3,1 FT_0_label_1,246,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,228,11991,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,208,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,544,193,0,0,0,3 FT_3_label_4,15 FT_4_label_16,1,0(unknown),1001072.8648986816,2000-01-13 02:04:32.864,33c01(MID_1)
2022-03-04 15:37:43.383,3,1 FT_0_label_1,210,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,192,11992,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,172,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,544,157,0,0,0,3 FT_3_label_4,15 FT_4_label_16,5,0(unknown),1001072.9058380127,2000-01-13 02:04:32.905,33c05(MID_5)
2022-03-04 15:37:43.458,3,1 FT_0_label_1,94,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,76,11993,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,56,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,544,41,0,0,0,3 FT_3_label_4,15 FT_4_label_16,8,0(unknown),1001072.9191741943,2000-01-13 02:04:32.919,33c08(MID_8)
2022-03-04 15:37:43.483,3,1 FT_0_label_1,350,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,332,11994,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,312,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,544,297,0,0,0,3 FT_3_label_4,15 FT_4_label_16,12,0(unknown),1001072.9591827393,2000-01-13 02:04:32.959,33c0c(MID_12)
2022-03-04 15:37:43.558,3,1 FT_0_label_1,118,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,100,11995,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,80,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,68,65,0,0,0,3 FT_3_label_4,15 FT_4_label_16,27,0(unknown),1001072.9725036621,2000-01-13 02:04:32.972,33c1b(MID_27)
2022-03-04 15:37:43.558,3,1 FT_0_label_1,590,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,572,11996,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,552,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,545,537,0,0,0,3 FT_3_label_4,15 FT_4_label_16,272,0(unknown),1001073.0123901367,2000-01-13 02:04:33.012,33d10(MID_61)
2022-03-04 15:37:43.583,3,1 FT_0_label_1,246,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,228,11997,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,208,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,545,193,0,0,0,3 FT_3_label_4,15 FT_4_label_16,1,0(unknown),1001073.0126190186,2000-01-13 02:04:33.012,33c01(MID_1)
2022-03-04 15:37:43.608,3,1 FT_0_label_1,210,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,192,11998,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,172,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,545,157,0,0,0,3 FT_3_label_4,15 FT_4_label_16,5,0(unknown),1001073.0258483887,2000-01-13 02:04:33.025,33c05(MID_5)
2022-03-04 15:37:43.608,3,1 FT_0_label_1,88,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,70,11999,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,50,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,69,35,0,0,0,3 FT_3_label_4,15 FT_4_label_16,36,0(unknown),1001073.0258789062,2000-01-13 02:04:33.025,33c24(MID_36)
2022-03-04 15:37:43.683,3,1 FT_0_label_1,94,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,76,12000,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,56,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,545,41,0,0,0,3 FT_3_label_4,15 FT_4_label_16,8,0(unknown),1001073.0392303467,2000-01-13 02:04:33.039,33c08(MID_8)
2022-03-04 15:37:43.683,3,1 FT_0_label_1,76,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,58,12001,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,38,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,69,23,0,0,0,3 FT_3_label_4,15 FT_4_label_16,22,0(unknown),1001073.0393829346,2000-01-13 02:04:33.039,33c16(MID_22)
2022-03-04 15:37:43.683,3,1 FT_0_label_1,238,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,220,12002,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,200,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,69,185,0,0,0,3 FT_3_label_4,15 FT_4_label_16,17,0(unknown),1001073.0393981934,2000-01-13 02:04:33.039,33c11(MID_17)
2022-03-04 15:37:43.708,3,1 FT_0_label_1,350,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,332,12003,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,312,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,545,297,0,0,0,3 FT_3_label_4,15 FT_4_label_16,12,0(unknown),1001073.0793304443,2000-01-13 02:04:33.079,33c0c(MID_12)
2022-03-04 15:37:43.708,3,1 FT_0_label_1,78,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,60,12004,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,40,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,69,25,0,0,0,3 FT_3_label_4,15 FT_4_label_16,35,0(unknown),1001073.0793609619,2000-01-13 02:04:33.079,33c23(MID_35)
2022-03-04 15:37:43.710,3,2 FT_0_label_2,62,00:10:EC:01:E5:43 (ordi_2),00:1f:29:57:94:f (ordi_4),800,17664,48,49482,16384,64,17,,169.254.174.223 (ordi_4),,169.254.174.5 (ordi_3),,12500,,12501,28,1 FT_7_label_2,000,0 FT_5_label_1,0 FT_2_label_1,0,13,0,0,0,3 FT_3_label_4,15 FT_4_label_16,97,0(unknown),0.0,2000-01-01 12:00:00.000,8033c61(MID_181)
2022-03-04 15:37:43.783,3,1 FT_0_label_1,98,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,80,12005,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,60,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,477,45,0,0,0,3 FT_3_label_4,15 FT_4_label_16,15,0(unknown),1001073.0925598145,2000-01-13 02:04:33.092,33c0f(MID_15)
2022-03-04 15:37:43.783,3,1 FT_0_label_1,146,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,128,12006,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,108,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,69,93,0,0,0,3 FT_3_label_4,15 FT_4_label_16,71,0(unknown),1001073.0926208496,2000-01-13 02:04:33.092,33c47(MID_50)
2022-03-04 15:37:43.784,3,1 FT_0_label_1,118,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,100,12007,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,80,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,69,65,0,0,0,3 FT_3_label_4,15 FT_4_label_16,67,0(unknown),1001073.0926513672,2000-01-13 02:04:33.092,33c43(MID_46)
2022-03-04 15:37:43.784,3,1 FT_0_label_1,126,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,108,12008,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,88,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,69,73,0,0,0,3 FT_3_label_4,15 FT_4_label_16,65,0(unknown),1001073.0926818848,2000-01-13 02:04:33.092,33c41(MID_44)
2022-03-04 15:37:43.784,3,1 FT_0_label_1,590,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,572,12009,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,552,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,546,537,0,0,0,3 FT_3_label_4,15 FT_4_label_16,272,0(unknown),1001073.1323852539,2000-01-13 02:04:33.132,33d10(MID_61)
2022-03-04 15:37:43.808,3,1 FT_0_label_1,246,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,228,12010,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,208,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,546,193,0,0,0,3 FT_3_label_4,15 FT_4_label_16,1,0(unknown),1001073.1327972412,2000-01-13 02:04:33.132,33c01(MID_1)
2022-03-04 15:37:43.808,3,1 FT_0_label_1,334,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,316,12011,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,296,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,69,281,0,0,0,3 FT_3_label_4,15 FT_4_label_16,264,0(unknown),1001073.1328582764,2000-01-13 02:04:33.132,33d08(MID_60)
2022-03-04 15:37:43.883,3,1 FT_0_label_1,210,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,192,12012,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,172,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,546,157,0,0,0,3 FT_3_label_4,15 FT_4_label_16,5,0(unknown),1001073.1459197998,2000-01-13 02:04:33.145,33c05(MID_5)
2022-03-04 15:37:43.908,3,1 FT_0_label_1,94,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,76,12013,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,56,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,546,41,0,0,0,3 FT_3_label_4,15 FT_4_label_16,8,0(unknown),1001073.185836792,2000-01-13 02:04:33.185,33c08(MID_8)
2022-03-04 15:37:43.958,3,1 FT_0_label_1,350,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,332,12014,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,312,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,546,297,0,0,0,3 FT_3_label_4,15 FT_4_label_16,12,0(unknown),1001073.1991882324,2000-01-13 02:04:33.199,33c0c(MID_12)
2022-03-04 15:37:43.984,3,1 FT_0_label_1,98,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,80,12015,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,60,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,478,45,0,0,0,3 FT_3_label_4,15 FT_4_label_16,15,0(unknown),1001073.2258453369,2000-01-13 02:04:33.225,33c0f(MID_15)
2022-03-04 15:37:43.984,3,1 FT_0_label_1,590,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,572,12016,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,552,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,547,537,0,0,0,3 FT_3_label_4,15 FT_4_label_16,272,0(unknown),1001073.2390594482,2000-01-13 02:04:33.239,33d10(MID_61)
2022-03-04 15:37:44.058,3,1 FT_0_label_1,246,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,228,12017,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,208,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,547,193,0,0,0,3 FT_3_label_4,15 FT_4_label_16,1,0(unknown),1001073.2392883301,2000-01-13 02:04:33.239,33c01(MID_1)
2022-03-04 15:37:44.083,3,1 FT_0_label_1,210,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,192,12018,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,172,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,547,157,0,0,0,3 FT_3_label_4,15 FT_4_label_16,5,0(unknown),1001073.2791748047,2000-01-13 02:04:33.279,33c05(MID_5)
2022-03-04 15:37:44.159,3,1 FT_0_label_1,94,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,76,12019,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,56,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,547,41,0,0,0,3 FT_3_label_4,15 FT_4_label_16,8,0(unknown),1001073.2925109863,2000-01-13 02:04:33.292,33c08(MID_8)
2022-03-04 15:37:44.184,3,1 FT_0_label_1,350,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,332,12020,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,312,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,547,297,0,0,0,3 FT_3_label_4,15 FT_4_label_16,12,0(unknown),1001073.3325042725,2000-01-13 02:04:33.332,33c0c(MID_12)
2022-03-04 15:37:44.259,3,1 FT_0_label_1,98,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,80,12021,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,60,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,479,45,0,0,0,3 FT_3_label_4,15 FT_4_label_16,15,0(unknown),1001073.3458404541,2000-01-13 02:04:33.345,33c0f(MID_15)
2022-03-04 15:37:44.259,3,1 FT_0_label_1,590,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,572,12022,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,552,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,548,537,0,0,0,3 FT_3_label_4,15 FT_4_label_16,272,0(unknown),1001073.3857269287,2000-01-13 02:04:33.385,33d10(MID_61)
2022-03-04 15:37:44.284,3,1 FT_0_label_1,246,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,228,12023,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,208,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,548,193,0,0,0,3 FT_3_label_4,15 FT_4_label_16,1,0(unknown),1001073.3859558105,2000-01-13 02:04:33.385,33c01(MID_1)
2022-03-04 15:37:44.336,3,1 FT_0_label_1,210,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,192,12024,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,172,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,548,157,0,0,0,3 FT_3_label_4,15 FT_4_label_16,5,0(unknown),1001073.3991851807,2000-01-13 02:04:33.399,33c05(MID_5)
2022-03-04 15:37:44.361,3,1 FT_0_label_1,94,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,76,12025,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,56,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,548,41,0,0,0,3 FT_3_label_4,15 FT_4_label_16,8,0(unknown),1001073.4268951416,2000-01-13 02:04:33.426,33c08(MID_8)
2022-03-04 15:37:44.436,3,1 FT_0_label_1,350,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,332,12026,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,312,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,548,297,0,0,0,3 FT_3_label_4,15 FT_4_label_16,12,0(unknown),1001073.440246582,2000-01-13 02:04:33.440,33c0c(MID_12)
2022-03-04 15:37:44.461,3,1 FT_0_label_1,98,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,80,12027,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,60,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,480,45,0,0,0,3 FT_3_label_4,15 FT_4_label_16,15,0(unknown),1001073.4802398682,2000-01-13 02:04:33.480,33c0f(MID_15)
2022-03-04 15:37:44.461,3,1 FT_0_label_1,590,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,572,12028,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,552,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,549,537,0,0,0,3 FT_3_label_4,15 FT_4_label_16,272,0(unknown),1001073.4934539795,2000-01-13 02:04:33.493,33d10(MID_61)
2022-03-04 15:37:44.536,3,1 FT_0_label_1,246,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,228,12029,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,208,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,549,193,0,0,0,3 FT_3_label_4,15 FT_4_label_16,1,0(unknown),1001073.4936828613,2000-01-13 02:04:33.493,33c01(MID_1)
2022-03-04 15:37:44.561,3,1 FT_0_label_1,210,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,192,12030,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,172,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,549,157,0,0,0,3 FT_3_label_4,15 FT_4_label_16,5,0(unknown),1001073.5335693359,2000-01-13 02:04:33.533,33c05(MID_5)
2022-03-04 15:37:44.636,3,1 FT_0_label_1,94,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,76,12031,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,56,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,549,41,0,0,0,3 FT_3_label_4,15 FT_4_label_16,8,0(unknown),1001073.5469055176,2000-01-13 02:04:33.546,33c08(MID_8)
2022-03-04 15:37:44.661,3,1 FT_0_label_1,350,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,332,12032,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,312,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,549,297,0,0,0,3 FT_3_label_4,15 FT_4_label_16,12,0(unknown),1001073.5869140625,2000-01-13 02:04:33.586,33c0c(MID_12)
2022-03-04 15:37:44.686,3,1 FT_0_label_1,98,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,80,12033,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,60,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,481,45,0,0,0,3 FT_3_label_4,15 FT_4_label_16,15,0(unknown),1001073.6002349854,2000-01-13 02:04:33.600,33c0f(MID_15)
2022-03-04 15:37:44.686,3,1 FT_0_label_1,590,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,572,12034,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,552,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,550,537,0,0,0,3 FT_3_label_4,15 FT_4_label_16,272,0(unknown),1001073.6134490967,2000-01-13 02:04:33.613,33d10(MID_61)
2022-03-04 15:37:44.761,3,1 FT_0_label_1,246,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,228,12035,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,208,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,550,193,0,0,0,3 FT_3_label_4,15 FT_4_label_16,1,0(unknown),1001073.6136779785,2000-01-13 02:04:33.613,33c01(MID_1)
2022-03-04 15:37:44.786,3,1 FT_0_label_1,210,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,192,12036,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,172,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,550,157,0,0,0,3 FT_3_label_4,15 FT_4_label_16,5,0(unknown),1001073.6535644531,2000-01-13 02:04:33.653,33c05(MID_5)
2022-03-04 15:37:44.861,3,1 FT_0_label_1,94,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,76,12037,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,56,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,550,41,0,0,0,3 FT_3_label_4,15 FT_4_label_16,8,0(unknown),1001073.6669006348,2000-01-13 02:04:33.666,33c08(MID_8)
2022-03-04 15:37:44.886,3,1 FT_0_label_1,350,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,332,12038,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,312,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,550,297,0,0,0,3 FT_3_label_4,15 FT_4_label_16,12,0(unknown),1001073.7069091797,2000-01-13 02:04:33.706,33c0c(MID_12)
2022-03-04 15:37:44.961,3,1 FT_0_label_1,98,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,80,12039,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,60,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,482,45,0,0,0,3 FT_3_label_4,15 FT_4_label_16,15,0(unknown),1001073.7202301025,2000-01-13 02:04:33.720,33c0f(MID_15)
2022-03-04 15:37:44.961,3,1 FT_0_label_1,590,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,572,12040,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,552,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,551,537,0,0,0,3 FT_3_label_4,15 FT_4_label_16,272,0(unknown),1001073.7601165771,2000-01-13 02:04:33.760,33d10(MID_61)
2022-03-04 15:37:44.972,3,1 FT_0_label_1,42,00:10:EC:01:E5:43 (ordi_2),00:1f:29:57:94:f (ordi_4),806,1,2048,6,4,0001,,00:1f:29:57:94:f (ordi_4),,169.254.174.223 (ordi_4),,,,169.254.174.5 (ordi_3),,,,,,,,,,,,,,,,,,
2022-03-04 15:37:44.972,3,1 FT_0_label_1,64,FF:FF:FF:FF:FF:FF (TBD),00:10:EC:01:E5:43 (ordi_2),806,1,2048,6,4,0002,,00:10:EC:01:E5:43 (ordi_2),,169.254.174.5 (ordi_3),,00:1f:29:57:94:f (ordi_4),,169.254.174.223 (ordi_4),,,,,,,,,,,,,,,,,,
2022-03-04 15:37:44.986,3,1 FT_0_label_1,246,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,228,12041,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,208,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,551,193,0,0,0,3 FT_3_label_4,15 FT_4_label_16,1,0(unknown),1001073.760345459,2000-01-13 02:04:33.760,33c01(MID_1)
2022-03-04 15:37:45.036,3,1 FT_0_label_1,210,00:1f:29:57:94:f (ordi_4),00:10:EC:01:E5:43 (ordi_2),800,17664,192,12042,0,64,17,,169.254.174.5 (ordi_3),,169.254.174.223 (ordi_4),,12501,,12500,172,0 FT_7_label_1,000,0 FT_5_label_1,0 FT_2_label_1,551,157,0,0,0,3 FT_3_label_4,15 FT_4_label_16,5,0(unknown),1001073.7735748291,2000-01-13 02:04:33.773,33c05(MID_5)
